Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
5447,6,0.2158,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",pretty provision level mean couple s million million range provision driven growth hard forecast provision transition million ly rate half 
6647,0,0.2158,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",mean light ary weaker economic data com sounds like baked provision model potential future reserve builds light weaker economic data
8404,5,0.2157,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",ed couple quick insurance business tangential relationships insurance business businesses corporate segment impacts outside insurance segment
9994,6,0.2157,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",od morn ed expenses nice drop expenses drop little fourth n benefit headcount reduction expenses flat little n benefit lower headcount
7300,4,0.2156,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",od morn circle expense flexibility base case pretty clear target positive operat leverage mov efficiency ratio expense flexibility come revenue light accelerated technology spend n reform open branches stuff obviously pulled areas flexibility size help quantify flexibility helpful thank
8968,3,0.2156,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",right helpful terms consumer loans basically doubled wonder types loans bulk growth indirect lend helpful
10853,4,0.2156,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",od morn hop little ratio target imply pretty aggressive buyback tail rest ccar cycle help cadence buyback near term cycle
1829,7,0.2155,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",great deposits nice citizens access grow change rate environment deposit pric happens rates stable
2621,0,0.2155,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",thanks ed circle provision explanation moment past s worth credit loss provision coverage history losses ne moderate pace basis s past s s like coverage come release period hop little drove change forward ation light moderate decline asset quality frame
789,2,0.2154,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay balance sheet growth continue remix clos potentially add portfolio traditional securities 
3117,3,0.2154,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",feel lower growth negative growth lower growth environment operat leverage intermediate term
3268,4,0.2154,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",s mentioned efficiency opportunities branch closures release size opportunity mind efficiency opportunities
6518,6,0.2154,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",bruce thanks helpful secondly loan growth ed little granularity components commercial growth comes solid growth terms high sle digits linked double digits basis grow high sle double digit pace pure high sle digit range thanks
10094,1,0.2154,"term, market, business, change, mortgage, long, customer, month, sale, strategy",od morn terms diversity s happen specific industry expertise areas pretty severely impacted wonder walk mortgage banker auto floor plan equity lines business tech life sciences hear businesses extent volumes change underneath line draws areas thanks
12070,7,0.2154,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",core deposit decent growth interest bear core deposit trends markets pric
4511,3,0.2153,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",morn believe mentioned loan growth commercial real estate similar pace relative relative wonder underly drivers
9367,6,0.2153,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay sounds guidance sounds like second half room s pretty significant downward pressure expenses right
1946,6,0.2151,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay appreciate th ed expenses versus haven n guidance n rate pressures margin like expense focus heightened possibly high level thoughts react margin pressure mean expenses operationally ths pretty tight manage expenses flattish additional out
3611,2,0.2149,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thanks second little detail securities reposition reinvest cash flows inaudible
6231,5,0.2149,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",remind noninterest income line like million included sustainable line thanks
